Date,Open,High,Low,Close,Adj Close,Volume
1/18/2008,5.775357,5.919643,5.700357,5.762857,4.891492,1724343600
1/22/2008,5.287857,5.713571,5.214286,5.558571,4.718095,2434754000
1/23/2008,4.863929,5,4.505,4.966786,4.215791,3372969600
1/24/2008,4.999643,5.025,4.714643,4.842857,4.1106,2005866800
1/25/2008,4.963929,4.9675,4.628929,4.643214,3.941144,1554739200
1/28/2008,4.577143,4.757143,4.516071,4.643214,3.941144,1474844000
1/29/2008,4.683929,4.7425,4.608929,4.697857,3.987526,1099982800
1/30/2008,4.691786,4.8375,4.642857,4.720714,4.006927,1243051600
1/31/2008,4.623214,4.880357,4.621429,4.834286,4.103326,1345674400
2/1/2008,4.865714,4.878214,4.720714,4.776786,4.054519,1010744000
2/4/2008,4.793214,4.853571,4.693571,4.701786,3.99086,899234000
2/5/2008,4.658214,4.785714,4.603571,4.62,3.921441,1141042000
2/6/2008,4.6725,4.711429,4.348929,4.357143,3.698326,1573272400
2/7/2008,4.284643,4.456429,4.188214,4.33,3.675288,2083331600
2/8/2008,4.36,4.489286,4.342857,4.481429,3.803821,1355972800
2/11/2008,4.571786,4.642143,4.542857,4.623214,3.924167,1201432400
2/12/2008,4.667857,4.678571,4.415,4.459286,3.785027,1225980000
2/13/2008,4.524286,4.635,4.486786,4.621429,3.922654,968534000
2/14/2008,4.621429,4.671429,4.536071,4.552143,3.863843,954097200
2/15/2008,4.509643,4.538571,4.430714,4.451071,3.778054,901300400
2/19/2008,4.499643,4.526786,4.337143,4.363571,3.703784,1005046000
2/20/2008,4.364286,4.45,4.345714,4.422143,3.753498,967439200
2/21/2008,4.501786,4.516786,4.316429,4.340714,3.684383,938114800
2/22/2008,4.374286,4.375357,4.138214,4.266429,3.621331,1529878000
2/25/2008,4.235357,4.291786,4.166429,4.276429,3.629819,1256774400
2/26/2008,4.201429,4.324643,4.122857,4.255357,3.611933,1504888000
2/27/2008,4.2225,4.394643,4.2175,4.391429,3.727431,1475138000
2/28/2008,4.542857,4.721429,4.491786,4.639643,3.938112,1618254400
2/29/2008,4.6175,4.650357,4.457143,4.465,3.789878,1255480800
3/3/2008,4.444286,4.499286,4.214286,4.3475,3.690144,1593043200
3/4/2008,4.356786,4.46,4.3,4.450714,3.777751,1785383600
3/5/2008,4.413571,4.469286,4.366071,4.446071,3.773811,1221836000
3/6/2008,4.450357,4.553571,4.314643,4.318929,3.665892,1473698800
3/7/2008,4.300357,4.392143,4.251786,4.366071,3.705905,1230462800
3/10/2008,4.356429,4.409286,4.263214,4.274643,3.628301,999588800
3/11/2008,4.432143,4.552857,4.357143,4.548214,3.860508,1163943200
3/12/2008,4.537143,4.595714,4.470357,4.501071,3.820493,1059629200
3/13/2008,4.432143,4.625,4.392857,4.569286,3.878393,1262102800
3/14/2008,4.638571,4.653571,4.435714,4.521786,3.838076,1156640800
3/17/2008,4.376786,4.5925,4.376786,4.526071,3.841713,1072598800
3/18/2008,4.613571,4.75,4.595357,4.743571,4.026327,1205120000
3/19/2008,4.754286,4.796071,4.631071,4.631071,3.930836,1010536800
3/20/2008,4.682857,4.760357,4.613571,4.759643,4.039969,908787600
3/24/2008,4.786071,5.030357,4.772857,4.983214,4.229734,1066920400
3/25/2008,4.998571,5.110714,4.904643,5.035,4.273691,1052391200
3/26/2008,5.031071,5.205,5.022857,5.180714,4.397371,1182084400
3/27/2008,5.176786,5.189643,4.999643,5.008929,4.251562,999829600
3/28/2008,5.064286,5.166071,5.057143,5.1075,4.335229,714610400
3/31/2008,5.116786,5.203929,5.09,5.125,4.350082,768065200
4/1/2008,5.225,5.345,5.128929,5.340357,4.532876,1032567200
4/2/2008,5.313571,5.4,5.208929,5.2675,4.471037,1044968400
4/3/2008,5.252143,5.486786,5.25,5.414643,4.595929,1051568000
4/4/2008,5.435357,5.525357,5.383929,5.467143,4.640491,854417200
4/7/2008,5.576071,5.703214,5.539643,5.5675,4.725673,1158326400
4/8/2008,5.483929,5.5875,5.44,5.458571,4.633217,1014294400
4/9/2008,5.475357,5.496071,5.373571,5.408571,4.590775,873398400
4/10/2008,5.3975,5.550714,5.378571,5.519643,4.685054,955763200
4/11/2008,5.454286,5.475,5.228571,5.255,4.460426,1210076000
4/14/2008,5.241786,5.330357,5.162143,5.277857,4.479826,845087600
4/15/2008,5.335714,5.347143,5.204286,5.299286,4.498016,698037200
4/16/2008,5.418571,5.503571,5.379286,5.489286,4.659287,795774000
4/17/2008,5.506071,5.571429,5.476786,5.5175,4.683235,704267200
4/18/2008,5.682857,5.795,5.656429,5.751429,4.881794,1026765600
4/21/2008,5.793214,6.017857,5.777143,6.005714,5.09763,1039152800
4/22/2008,5.978571,6,5.646071,5.721429,4.85633,1439572400
4/23/2008,5.858929,5.887143,5.752857,5.8175,4.937873,1504190800
4/24/2008,5.905,6.070714,5.685357,6.033571,5.121273,1696066400
4/25/2008,6.096429,6.110714,5.943571,6.061786,5.145224,992474000
4/28/2008,6.0625,6.205357,6.040357,6.151429,5.221311,787214400
4/29/2008,6.111071,6.273571,6.080357,6.251786,5.306496,923476400
4/30/2008,6.2925,6.428571,6.175714,6.2125,5.273148,1139524400
5/1/2008,6.248571,6.428571,6.245,6.428571,5.456549,903576800
5/2/2008,6.435357,6.497143,6.376786,6.462143,5.485044,1006082000
5/5/2008,6.497143,6.618214,6.466071,6.5975,5.599936,854557200
5/6/2008,6.595,6.682857,6.506429,6.666429,5.658441,918870400
5/7/2008,6.644643,6.721429,6.447857,6.521071,5.535062,1157133600
5/8/2008,6.563214,6.660714,6.538214,6.609286,5.609939,899085600
5/9/2008,6.541429,6.580357,6.4775,6.551786,5.561135,673072400
5/12/2008,6.614643,6.745357,6.530357,6.72,5.703912,818563200
5/13/2008,6.736071,6.8375,6.709286,6.784286,5.758479,823236400
5/14/2008,6.829643,6.865714,6.6275,6.652143,5.646317,916823600
5/15/2008,6.671786,6.782143,6.578571,6.776071,5.751505,873208000
5/16/2008,6.789643,6.796429,6.678571,6.700714,5.687542,765769200
5/19/2008,6.709286,6.738929,6.475,6.557143,5.565678,945820400
5/20/2008,6.493571,6.648571,6.432857,6.639286,5.635404,969850000
5/21/2008,6.631071,6.7125,6.294643,6.363929,5.40168,1157657200
5/22/2008,6.402143,6.476071,6.142857,6.323214,5.367122,1206735600
5/23/2008,6.456071,6.499643,6.35,6.470357,5.492017,906917200
5/27/2008,6.526786,6.658214,6.494286,6.658214,5.65147,789905200
5/28/2008,6.693214,6.7125,6.561429,6.678929,5.669051,743979600
5/29/2008,6.67,6.721429,6.625,6.6675,5.659351,647186400
5/30/2008,6.694643,6.769286,6.692143,6.741071,5.721797,610184400
6/2/2008,6.735714,6.773214,6.590357,6.646429,5.641466,679840000
6/3/2008,6.673571,6.721429,6.512143,6.620357,5.619338,750520400
6/4/2008,6.572143,6.681786,6.543929,6.613929,5.61388,726983600
6/5/2008,6.655,6.78,6.632143,6.765357,5.742412,755445600
6/6/2008,6.714286,6.783929,6.626786,6.63,5.62752,966422800
6/9/2008,6.599643,6.605,6.276786,6.486071,5.505355,1888392800
6/10/2008,6.446786,6.670714,6.393571,6.63,5.62752,1140941200
6/11/2008,6.583571,6.642857,6.413929,6.4575,5.481103,961550800
6/12/2008,6.481786,6.521429,6.114286,6.187857,5.252233,1308333600
6/13/2008,6.13,6.22,5.903929,6.156071,5.225253,1345957200
6/16/2008,6.117857,6.353571,6.038214,6.315714,5.360756,1051730400
6/17/2008,6.360714,6.499643,6.336071,6.479643,5.499898,899656800
6/18/2008,6.468571,6.507143,6.333929,6.383929,5.418657,811468000
6/19/2008,6.376786,6.512143,6.314286,6.460714,5.483832,791949200
6/20/2008,6.405357,6.464286,6.25,6.259643,5.313164,888367200
6/23/2008,6.240714,6.281429,6.127143,6.184286,5.2492,645780800
6/24/2008,6.156071,6.277857,6.129643,6.1875,5.251927,621947200
6/25/2008,6.236071,6.386786,6.21,6.335357,5.377429,644450800
6/26/2008,6.216786,6.244286,6.000357,6.009286,5.100659,869610000
6/27/2008,5.946786,6.091786,5.8625,6.074643,5.156137,1042249600
6/30/2008,6.078214,6.142857,5.950714,5.98,5.075802,684196800
7/1/2008,5.865357,6.24,5.857143,6.238571,5.295277,1111280800
7/2/2008,6.257143,6.3375,6.006429,6.006429,5.098236,837519200
7/3/2008,6.056786,6.148929,5.919643,6.075714,5.157044,523362000
7/7/2008,6.184286,6.326071,6.139286,6.255714,5.309828,820391600
7/8/2008,6.264286,6.417857,6.169286,6.4125,5.442907,888350400
7/9/2008,6.435714,6.461071,6.219286,6.223214,5.282243,895776000
7/10/2008,6.247143,6.333571,6.120357,6.308214,5.35439,840688800
7/11/2008,6.266786,6.325357,6.107143,6.163571,5.231616,930011600
7/14/2008,6.401429,6.403571,6.181429,6.21,5.271027,886054400
7/15/2008,6.16,6.205,5.9425,6.058571,5.142495,1040043200
7/16/2008,6.078571,6.176071,6.021429,6.171786,5.238591,747790400
7/17/2008,6.217857,6.249286,6.121071,6.136071,5.208277,757526000
7/18/2008,6.018571,6.058929,5.892857,5.898214,5.006383,868414400
7/21/2008,5.960714,5.982143,5.754286,5.938929,5.040942,1360469600
7/22/2008,5.321429,5.812857,5.233214,5.786429,4.911501,1879592400
7/23/2008,5.8925,6.013214,5.77,5.937857,5.040033,1061768400
7/24/2008,5.868571,5.902143,5.658929,5.679643,4.820862,839619200
7/25/2008,5.728571,5.821429,5.666071,5.79,4.914533,633637200
7/28/2008,5.797857,5.8025,5.500714,5.514286,4.680506,780712800
7/29/2008,5.550357,5.694643,5.4875,5.61,4.761748,684070800
7/30/2008,5.635,5.731786,5.574286,5.71,4.846627,725183200
7/31/2008,5.626429,5.792857,5.606429,5.676786,4.818435,637498400
8/1/2008,5.710714,5.713929,5.5625,5.595,4.749017,544639200
8/4/2008,5.592857,5.639286,5.461071,5.4725,4.645038,592527600
8/5/2008,5.550714,5.742857,5.529286,5.737143,4.869667,688371600
8/6/2008,5.713214,5.978571,5.642857,5.863929,4.977283,791408800
8/7/2008,5.811071,5.933929,5.767857,5.841786,4.958488,672372400
8/8/2008,5.852143,6.058929,5.848214,6.055357,5.139764,713997200
8/11/2008,6.073929,6.303571,6.059643,6.198571,5.261325,891304400
8/12/2008,6.197143,6.403214,6.196786,6.311786,5.357421,836278800
8/13/2008,6.356429,6.428571,6.282143,6.403571,5.435328,842346400
8/14/2008,6.368929,6.444643,6.351429,6.404286,5.435936,711300800
8/15/2008,6.394286,6.419643,6.251786,6.276429,5.327411,708251600
8/18/2008,6.270357,6.350357,6.207857,6.263929,5.3168,552014400
8/19/2008,6.233571,6.323929,6.136071,6.1975,5.260417,616204400
8/20/2008,6.241786,6.319286,6.200357,6.28,5.330442,506951200
8/21/2008,6.231071,6.266071,6.138929,6.224643,5.283455,539744800
8/22/2008,6.279286,6.339286,6.270357,6.313929,5.359241,439611200
8/25/2008,6.291071,6.293929,6.130714,6.1625,5.230709,484425200
8/26/2008,6.17,6.245714,6.164643,6.201429,5.263751,445550000
8/27/2008,6.189643,6.277143,6.149643,6.238214,5.294975,477780800
8/28/2008,6.26,6.294643,6.169643,6.205,5.266781,431384800
8/29/2008,6.177143,6.196429,6.037143,6.054643,5.139161,599289600
9/2/2008,6.157143,6.196429,5.892857,5.935357,5.03791,780763200
9/3/2008,5.958571,6.024286,5.857143,5.962857,5.061252,734834800
9/4/2008,5.923571,5.996786,5.743214,5.757857,4.887248,743386000
9/5/2008,5.663929,5.8,5.630357,5.720714,4.855723,786884000
9/8/2008,5.8775,5.888929,5.409286,5.64,4.787212,1045979200
9/9/2008,5.602143,5.712857,5.349643,5.417143,4.598053,1245025600
9/10/2008,5.44,5.535357,5.314286,5.414643,4.595929,973142800
9/11/2008,5.292143,5.463929,5.214286,5.451786,4.627458,971135200
9/12/2008,5.389643,5.389643,5.232143,5.319286,4.514992,793027200
9/15/2008,5.0725,5.274643,5.012857,5.012857,4.254896,920634400
9/16/2008,4.780714,5.089286,4.719643,4.995714,4.240345,1199836400
9/17/2008,4.946071,4.946786,4.565357,4.565357,3.875059,1200455200
9/18/2008,4.663214,4.836786,4.31,4.788929,4.064826,1676253600
9/19/2008,5.092857,5.15,4.868214,5.0325,4.271568,1430875600
9/22/2008,4.997857,5.008929,4.666429,4.680357,3.972672,856713200
9/23/2008,4.708929,4.85,4.523571,4.53,3.845049,1280364400
9/24/2008,4.545357,4.676786,4.469643,4.596786,3.901737,1047015200
9/25/2008,4.635714,4.813929,4.59,4.711786,3.999347,1006045600
9/26/2008,4.461071,4.635714,4.392857,4.58,3.887488,1126451200
9/29/2008,4.272143,4.274286,3.5925,3.759286,3.190869,2622057200
9/30/2008,3.866071,4.107143,3.796429,4.059286,3.445508,1626682400
10/1/2008,3.997143,4.012857,3.835357,3.897143,3.307882,1296484000
10/2/2008,3.8575,3.885357,3.571429,3.575,3.034448,1609364400
10/3/2008,3.714286,3.803571,3.380357,3.466786,2.942596,2294398400
10/6/2008,3.284286,3.527857,3.126429,3.505,2.975033,2107417200
10/7/2008,3.588571,3.625,3.176786,3.184286,2.702811,1878772000
10/8/2008,3.068214,3.440357,3.06,3.206786,2.721909,2207741200
10/9/2008,3.333929,3.421429,3.092857,3.169286,2.690079,1617383600
10/10/2008,3.060714,3.571429,3.035714,3.457143,2.934411,2219299600
10/13/2008,3.733929,3.9475,3.607857,3.937857,3.342439,1539076000
10/14/2008,4.152143,4.157143,3.683571,3.717143,3.155099,1980994400
10/15/2008,3.708571,3.821429,3.496071,3.498214,2.969272,1584175600
10/16/2008,3.563214,3.693929,3.276429,3.638929,3.08871,1980521200
10/17/2008,3.557143,3.644286,3.0675,3.478571,2.952599,1762227600
10/20/2008,3.563571,3.5725,3.344286,3.515714,2.984126,1549170000
10/21/2008,3.4625,3.496429,3.255714,3.2675,2.773443,2193660000
10/22/2008,3.4775,3.616071,3.318929,3.459643,2.936533,2248808800
10/23/2008,3.446786,3.544643,3.282143,3.508214,2.97776,1675430400
10/24/2008,3.226071,3.496429,3.218214,3.442143,2.921679,1590058400
10/27/2008,3.395357,3.486786,3.280714,3.288929,2.791631,1208771200
10/28/2008,3.408214,3.589286,3.298929,3.568214,3.028687,1634133200
10/29/2008,3.602143,3.912143,3.569286,3.733929,3.169346,1950978400
10/30/2008,3.865357,4.006786,3.843214,3.965714,3.366084,1638089600
10/31/2008,3.835714,3.956429,3.755,3.8425,3.2615,1659756000
11/3/2008,3.783214,3.896429,3.745,3.82,3.242402,1057938000
11/4/2008,3.928214,3.9925,3.809643,3.963929,3.364569,1398681200
11/5/2008,3.889643,3.918571,3.678214,3.689286,3.131453,1256455200
11/6/2008,3.608929,3.670714,3.5,3.539286,3.004134,1319074400
11/7/2008,3.544286,3.566071,3.418571,3.508571,2.978063,1095253600
11/10/2008,3.5775,3.585714,3.375,3.424286,2.906522,1123822000
11/11/2008,3.386071,3.470357,3.295,3.384643,2.872874,1224538000
11/12/2008,3.301071,3.33,3.214643,3.218571,2.731912,1178976400
11/13/2008,3.209643,3.444286,3.072143,3.444286,2.923498,1854087200
11/14/2008,3.348571,3.356786,3.214286,3.222857,2.73555,1405266800
11/17/2008,3.16,3.233929,3.116429,3.147857,2.67189,1162526400
11/18/2008,3.201429,3.249643,3.102143,3.211071,2.725546,1209695200
11/19/2008,3.194286,3.270714,3.078929,3.081786,2.615808,1171900800
11/20/2008,3.044286,3.0875,2.857143,2.874643,2.439987,1716814400
11/21/2008,2.926071,3.004286,2.826429,2.949286,2.503344,1569271200
11/24/2008,3.043214,3.385357,3.03,3.319643,2.817702,1442257600
11/25/2008,3.379643,3.3825,3.148571,3.242857,2.752526,1235292800
11/26/2008,3.211429,3.401786,3.208929,3.392857,2.879845,899836000
11/28/2008,3.382143,3.384286,3.280714,3.309643,2.809214,297774400
12/1/2008,3.260714,3.295357,3.175714,3.176071,2.695837,923767600
12/2/2008,3.215357,3.308929,3.089286,3.3025,2.80315,1148722400
12/3/2008,3.192857,3.436786,3.171429,3.425,2.907128,1338680000
12/4/2008,3.3725,3.400357,3.180714,3.264643,2.771018,1091370000
12/5/2008,3.226786,3.374643,3.173571,3.357143,2.849531,1043795200
12/8/2008,3.474286,3.6,3.421429,3.561429,3.022928,1185142000
12/9/2008,3.501429,3.7,3.471786,3.573571,3.033234,1203496000
12/10/2008,3.495357,3.553214,3.446429,3.5075,2.977153,938047600
12/11/2008,3.476786,3.615714,3.386786,3.392857,2.879845,1040617200
12/12/2008,3.314286,3.535714,3.304643,3.509643,2.978972,1041174400
12/15/2008,3.428214,3.436071,3.321429,3.383929,2.872267,891758000
12/16/2008,3.356429,3.445714,3.3125,3.408214,2.89288,1093506400
12/17/2008,3.251071,3.253571,3.143571,3.184286,2.702811,1293860400
12/18/2008,3.189643,3.243929,3.158571,3.193929,2.710995,857416000
12/19/2008,3.212143,3.247857,3.171429,3.214286,2.728275,801920000
12/22/2008,3.215,3.215357,3.024643,3.062143,2.599137,844740400
12/23/2008,3.1025,3.138214,3.067857,3.085,2.618537,635031600
12/24/2008,3.076429,3.080357,3.019643,3.037143,2.577917,271334000
12/26/2008,3.094286,3.122143,3.044286,3.064643,2.601258,308324800
12/29/2008,3.09,3.129286,3.038214,3.093214,2.625508,686000000
12/30/2008,3.122143,3.144643,3.025714,3.081786,2.615808,967601600
12/31/2008,3.070357,3.133571,3.047857,3.048214,2.587314,607541200
1/2/2009,3.067143,3.251429,3.041429,3.241071,2.751009,746015200
1/5/2009,3.3275,3.435,3.311071,3.377857,2.867113,1181608400
1/6/2009,3.426786,3.470357,3.299643,3.322143,2.819824,1289310400
1/7/2009,3.278929,3.303571,3.223571,3.250357,2.758891,753048800
1/8/2009,3.229643,3.326786,3.215714,3.310714,2.810122,673500800
1/9/2009,3.328929,3.335,3.219286,3.235,2.745858,546845600
1/12/2009,3.230714,3.249643,3.126786,3.166429,2.687654,617716400
1/13/2009,3.151429,3.205,3.083929,3.1325,2.658855,798397600
1/14/2009,3.08,3.116071,3.025714,3.0475,2.586707,1021664000
1/15/2009,2.8775,3.004286,2.858929,2.977857,2.527595,1831634000
1/16/2009,3.010714,3.013571,2.871429,2.940357,2.495765,1047625600
1/20/2009,2.926071,2.928571,2.792857,2.792857,2.370567,919914800
1/21/2009,2.835357,2.96,2.8325,2.958214,2.510922,1089270000
1/22/2009,3.144286,3.214286,3.065,3.155714,2.67856,1409528400
1/23/2009,3.100714,3.209643,3.089286,3.155714,2.67856,763770000
1/26/2009,3.173571,3.248929,3.153571,3.201429,2.717362,692238400
1/27/2009,3.221071,3.269643,3.205,3.240357,2.750403,618038400
1/28/2009,3.29,3.392857,3.267857,3.364286,2.855594,861406000
1/29/2009,3.324643,3.369286,3.307143,3.321429,2.819217,592729200
1/30/2009,3.307143,3.343571,3.214643,3.218929,2.732216,651478800
2/2/2009,3.182143,3.285714,3.175,3.268214,2.774049,558247200
2/3/2009,3.282857,3.335,3.224286,3.320714,2.818611,599309200
2/4/2009,3.329286,3.4375,3.325,3.341071,2.835889,808421600
2/5/2009,3.313214,3.473214,3.307857,3.445,2.924103,749246400
2/6/2009,3.465,3.571429,3.464286,3.561429,3.022928,687209600
2/9/2009,3.571429,3.678571,3.553571,3.661071,3.107504,715010800
2/10/2009,3.618929,3.661071,3.466429,3.493929,2.965635,849060800
2/11/2009,3.441786,3.511071,3.420357,3.457857,2.935017,674973600
2/12/2009,3.4225,3.5625,3.4225,3.545357,3.009287,817188400
2/13/2009,3.535357,3.569286,3.504286,3.541429,3.005952,608977600
2/17/2009,3.459643,3.465714,3.367143,3.376071,2.865597,678238400
2/18/2009,3.394643,3.423214,3.311429,3.370357,2.860747,684779200
2/19/2009,3.334643,3.366071,3.218214,3.237143,2.747675,922804400
2/20/2009,3.192857,3.3,3.178571,3.257143,2.764652,750316000
2/23/2009,3.273214,3.285714,3.089643,3.105357,2.635816,786982000
2/24/2009,3.123214,3.246071,3.107143,3.223214,2.735852,807105600
2/25/2009,3.209286,3.318571,3.1875,3.255714,2.763439,833053200
2/26/2009,3.285714,3.318571,3.177143,3.185357,2.70372,629868400
2/27/2009,3.140357,3.260714,3.131071,3.189643,2.707358,706658400
3/2/2009,3.147143,3.257143,3.131071,3.140714,2.665826,770929600
3/3/2009,3.176071,3.240714,3.138571,3.156071,2.678862,724340400
3/4/2009,3.220714,3.313214,3.194643,3.256071,2.763742,741403600
3/5/2009,3.230714,3.281071,3.158929,3.172857,2.69311,706899200
3/6/2009,3.155,3.157143,2.940357,3.046429,2.585799,1011147200
3/9/2009,3.006429,3.128571,2.948929,2.968214,2.519409,698297600
3/10/2009,3.031071,3.184643,3.012857,3.165357,2.686744,844258800
3/11/2009,3.2075,3.359643,3.199286,3.31,2.809517,846372800
3/12/2009,3.317857,3.449286,3.285714,3.441071,2.92077,768457200
3/13/2009,3.439286,3.471429,3.393214,3.426071,2.908037,601168400
3/16/2009,3.4475,3.478214,3.363571,3.407857,2.892576,797244000
3/17/2009,3.401429,3.560357,3.395357,3.559286,3.021109,786646000
3/18/2009,3.568214,3.695714,3.561429,3.625714,3.077493,796037200
3/19/2009,3.6375,3.685714,3.580357,3.629286,3.080525,500180800
3/20/2009,3.646071,3.6825,3.591786,3.628214,3.079615,695587200
3/23/2009,3.668214,3.862857,3.633929,3.845,3.263623,666397200
3/24/2009,3.798571,3.908571,3.763929,3.803571,3.228458,640612000
3/25/2009,3.842143,3.87,3.709286,3.803214,3.228155,646618000
3/26/2009,3.851071,3.927857,3.842143,3.923929,3.330617,616252000
3/27/2009,3.865357,3.876071,3.8,3.816071,3.239068,492872800
3/30/2009,3.7325,3.750357,3.664643,3.731786,3.167527,502796000
3/31/2009,3.766071,3.8375,3.75,3.754286,3.186625,570080000
4/1/2009,3.7175,3.892857,3.710357,3.881786,3.294846,589372000
4/2/2009,3.933571,4.098214,3.920714,4.025357,3.416709,812366800
4/3/2009,4.078214,4.1475,4.054286,4.1425,3.516139,636241200
4/6/2009,4.105,4.241071,4.045714,4.230357,3.590713,658064400
4/7/2009,4.161786,4.166786,4.078214,4.107143,3.486128,536580800
4/8/2009,4.1225,4.171071,4.092143,4.154286,3.526143,455630000
4/9/2009,4.229286,4.285714,4.212857,4.270357,3.624665,530756800
4/13/2009,4.286071,4.320714,4.25,4.293571,3.644368,389236400
4/14/2009,4.270357,4.291786,4.1875,4.225357,3.586468,454622000
4/15/2009,4.185714,4.223214,4.134286,4.201429,3.566159,412882400
4/16/2009,4.256786,4.398214,4.2425,4.3375,3.681655,593446000
4/17/2009,4.327857,4.4375,4.294643,4.407857,3.741373,497495600
4/20/2009,4.3475,4.3925,4.255714,4.303571,3.652857,466466000
4/21/2009,4.246071,4.362143,4.235714,4.348571,3.691052,470685600
4/22/2009,4.379643,4.476786,4.328571,4.339643,3.683475,938767200
4/23/2009,4.522143,4.542857,4.411071,4.478571,3.801394,945156800
4/24/2009,4.451429,4.469286,4.391786,4.425,3.755924,540764000
4/27/2009,4.389286,4.464286,4.380714,4.454643,3.781085,480690000
4/28/2009,4.405357,4.5075,4.402143,4.425,3.755924,455856800
4/29/2009,4.458929,4.530357,4.4225,4.469286,3.793514,458110800
4/30/2009,4.507857,4.535714,4.461429,4.493929,3.814432,498489600
5/1/2009,4.492857,4.569643,4.492857,4.544286,3.857175,397516000
5/4/2009,4.58,4.723214,4.56,4.716786,4.003591,609358400
5/5/2009,4.705357,4.745,4.682857,4.739643,4.022992,398255200
5/6/2009,4.761786,4.767857,4.650714,4.732143,4.016626,473538800
5/7/2009,4.726071,4.728214,4.567857,4.609286,3.912346,531776000
5/8/2009,4.608571,4.686786,4.509286,4.613929,3.916287,467964000
5/11/2009,4.548929,4.677143,4.54,4.6275,3.927807,404658800
5/12/2009,4.627143,4.6325,4.401786,4.443571,3.771688,609481600
